code,company,beta,매출액(조원)2024/12,매출액(조원)2025/12,매출액(조원)2026/12,매출액(조원)2027/12,eps2024/12,eps2025/12,eps2026/12,eps2027/12,bps2024/12,bps2025/12,bps2026/12,bps2027/12,dps2024/12,dps2025/12,dps2026/12,dps2027/12,적정주가Max,적정주가Consensus,적정주가Min
005930,삼성전자,1.8,300.87,333.61,508.6,556.81,4949.65,6563.57,22752.0,25635.0,57930.01,63976.31,84733.0,109256.0,1446.0,1668.0,1812.0,1552.0,300000.0,238660.0,183000.0
