code,company,beta,매출액(조원)2024/12,매출액(조원)2025/12,매출액(조원)2026/12,매출액(조원)2027/12,eps2024/12,eps2025/12,eps2026/12,eps2027/12,bps2024/12,bps2025/12,bps2026/12,bps2027/12,dps2024/12,dps2025/12,dps2026/12,dps2027/12,적정주가Max,적정주가Consensus,적정주가Min
5930,삼성전자,1.8,300.87,333.61,508.6,556.81,4949.65,6563.57,22752,25635,57930.01,63976.31,84733,109256,1446,1668,1812,1552,300000,238660,183000
660,SK하이닉스,1.8,32.77,66.19,97.15,226.97,-12517.03,27182.17,60083,177217,76616.34,104566.52,0,339394,1200,2204,1875,3407,1600000,1308000,970000
